Classification,year,artist,country
Film,2008,Doug Sweetland,United States
Film,2009,Frederick Wiseman,United States
Film,1976,Agnes Martin,United States
Print,2006,Marina Abramović,Yugoslavia
Print,2006,George Condo,United States
Print,2006,Sue de Beer,United States
Print,2007,Adam Helms,United States
Print,2006,John Newsom,United States
Print,2006,William Villalongo,United States
Film,1996,Joshua Marston,United States
Drawing,1975,Isa Genzken,Germany
Design,1991,Éric Chahi,France
Design,1997,Masaya Matsuura,Japan
Design,2000,Will Wright,United States
Design,2005,Valve,United States
Film,2002,Abderrahmane Sissako,Mauritania
Film,2004,Bahman Ghobadi,Iran
Drawing,2010,Cameron Jamie,United States
Drawing,2008,Lucy Skaer,United Kingdom
Photograph,2009,Shirana Shahbazi,Germany
Photograph,2012,Wolfgang Tillmans,Germany
Film,2006,Laurie Collyer,United States
Film,1998,Erick Zonca,France
Architecture,1983,Rem Koolhaas,Netherlands
Architecture,1983,Rem Koolhaas,United Kingdom
Architecture,1983,Elia Zenghelis,Netherlands
Architecture,1983,Elia Zenghelis,United Kingdom
Architecture,1983,Zoe Zenghelis,Netherlands
Architecture,1983,Zoe Zenghelis,United Kingdom
Architecture,1983,Madelon Vriesendorp,Netherlands
Architecture,1983,Madelon Vriesendorp,United Kingdom
Architecture,1980,Rem Koolhaas,Netherlands
Print,1974,Guy de Cointet,United States
Illustrated Book,1972,Guy de Cointet,United States
Illustrated Book,1975,Guy de Cointet,United States
Print,1977,Guy de Cointet,United States
Print,1977,Robert Wilhite,United States
Photograph,1998,Richard Barnes,United States
Architecture,2011,Jimenez Lai,Canada
Photograph,2002,Yto Barrada,France
Photograph,2001,Bertien van Manen,Netherlands
Photograph,2004,Bertien van Manen,Netherlands
Video,2010,Steven Soderbergh,United States
Architecture,2009,Michael Maltzan,United States
Sculpture,2012,Monika Sosnowska,Poland
Sculpture,1988,Jan Vercruysse,Belgium
Painting,2000,Glenn Ligon,United States
Painting,2012,Tauba Auerbach,United States
Installation,2011,Martin Boyce,United Kingdom
Painting,1994,Michel Parmentier,France
Design,1972,Paolo Labañino,Cuba
Architecture,2001,Michael Manfredi,United States
Architecture,2001,Marion Weiss,United States
Architecture,1974,Daniel Grataloup,Switzerland
Design,2010,Shay Alkalay,Israel
Design,2010,Yael Mer,Israel
Design,2011,Markus Kayser,Germany
Design,2012,Fernanda Bertini Viégas,Brazil
Design,2012,Fernanda Bertini Viégas,United States
Design,2012,Martin Wattenberg,Brazil
Design,2012,Martin Wattenberg,United States
Print,1976,John Baldessari,United States
Print,1978,Joe Goode,United States
Print,1974,Allan McCollum,United States
Photograph,1990,Allan Sekula,United States
Photograph,2012,Mariah Robertson,United States
Illustrated Book,1973,Dieter Roth,Switzerland
Print,1998,Sigmar Polke,Germany
Print,2008,David Shrigley,United Kingdom
Architecture,2002,DoDo Jin Ming,China
Sculpture,1998,Pawel Althamer,Poland
Print,2012,Yoshitomo Nara,Japan
Photograph,2012,Stan Douglas,Canada
Photograph,2002,Taryn Simon,United States
Drawing,1972,Christopher Wilmarth,United States
Drawing,1973,Christopher Wilmarth,United States
Drawing,1974,Christopher Wilmarth,United States
Drawing,1975,Christopher Wilmarth,United States
Drawing,1976,Christopher Wilmarth,United States
Drawing,1978,Christopher Wilmarth,United States
Drawing,1979,Christopher Wilmarth,United States
Photograph,1985,Jerry L. Thompson,United States
Multiple,2012,Rachel Harrison,United States
Print,2006,Cheyney Thompson,United States
Multiple,2012,Nathalie Djurberg,Sweden
Print,2012,R. H. Quaytman,United States
Photograph,2011,Zanele Muholi,South Africa
Drawing,1977,Dóra Maurer,Hungary
Photograph,1972,Dóra Maurer,Hungary
Photograph,1979,Dóra Maurer,Hungary
Print,2012,Gardar Eide Einarsson,Norway
Multiple,2012,El Anatsui,Ghana
Multiple,2012,Rashid Johnson,United States
Print,2012,Mark Bradford,United States
Architecture,1988,Douglas Darden,United States
Photograph,1991,Allan Sekula,United States
Photograph,1993,Allan Sekula,United States
Photograph,1988,Allan Sekula,United States
Photograph,1992,Allan Sekula,United States
Photograph,1972,Allan Sekula,United States
Illustrated Book,2011,Abby Leigh,United States
Print,2008,Adrian Paci,Albania
Design,2010,Ido Bruno,Israel
Design,2010,Arthur Brutter,Israel
Photograph,2010,Rosalind Fox Solomon,United States
Photograph,2011,Rosalind Fox Solomon,United States
Drawing,2010,Carlos Bunga,Portugal
Illustrated Book,2010,Abelardo Morell,United States
Photograph,1996,Simryn Gill,Malaysia
Architecture,2001,Diane Lewis,United States
Architecture,2008,Diane Lewis,United States
Photograph,1986,Wolfgang Tillmans,Germany
Photograph,1990,Wolfgang Tillmans,Germany
Photograph,1991,Wolfgang Tillmans,Germany
Photograph,1992,Wolfgang Tillmans,Germany
Photograph,1993,Wolfgang Tillmans,Germany
Photograph,1995,Wolfgang Tillmans,Germany
Photograph,1997,Wolfgang Tillmans,Germany
Photograph,1998,Wolfgang Tillmans,Germany
Print,2009,Wade Guyton,United States
Print,1995,Sigmar Polke,Germany
Design,2007,Augustin Scott de Martinville,France
Design,2007,Augustin Scott de Martinville,Switzerland
Design,2007,Augustin Scott de Martinville,Belgium
Design,2007,Grégoire Jeanmonod,France
Design,2007,Grégoire Jeanmonod,Switzerland
Design,2007,Grégoire Jeanmonod,Belgium
Design,2007,Elric Petit,France
Design,2007,Elric Petit,Switzerland
Design,2007,Elric Petit,Belgium
Sculpture,2012,Nora Schultz,Germany
Architecture,1983,Daniel Libeskind,United States
Drawing,1975,Juan Downey,Chile
Sculpture,2012,Adrián Villar Rojas,Argentina
Installation,1998,Rivane Neuenschwander,Brazil
Architecture,2005,Fernando Martín Menis,Spain
Photograph,2012,Christopher Williams,United States
Design,1980,Toru Iwatani,Japan
Design,1993,Rand Miller,United States
Design,1993,Robyn Miller,United States
Design,2003,Keita Takahashi,Japan
Design,2006,Tarn Adams,United States
Design,2006,Zach Adams,United States
Design,2007,Jenova (Xinghan) Chen,China
Design,2007,Jenova (Xinghan) Chen,United States
Design,2007,Nick Clark,China
Design,2007,Nick Clark,United States
Design,2009,Adam Saltsman,United States
Design,2009,Daniel Baranowsky,United States
Photograph,1972,Jan Dibbets,Netherlands
Print,2011,Christiane Baumgartner,Germany
Print,2011,Valentin Carron,Switzerland
Photograph,2004,Yto Barrada,France
Photograph,2012,Rabih Mroué,Lebanon
Video,2009,Meiro Koizumi,Japan
Photograph,1974,Jürgen Klauke,Germany
Film,1976,Lillian Schwartz,United States
Film,1973,Lillian Schwartz,United States
Film,1972,Lillian Schwartz,United States
Film,1974,Lillian Schwartz,United States
Film,1986,Yervant Gianikian,Italy
Film,1986,Angela Ricci Lucchi,Italy
Film,2004,Yervant Gianikian,Italy
Film,2004,Angela Ricci Lucchi,Italy
Video,2012,Loretta Fahrenholz,Germany
Photograph,1972,Stephen Shore,United States
Photograph,1977,Stephen Shore,United States
Photograph,1979,Stephen Shore,United States
Photograph,2009,Stephen Shore,United States
Photograph,2012,Stephen Shore,United States
Photograph,1973,Luigi Ghirri,Italy
Photograph,1972,Luigi Ghirri,Italy
Photograph,1974,Luigi Ghirri,Italy
Photograph,1974,Martha Wilson,United States
Photograph,1982,Ger van Elk,Netherlands
Installation,2010,Guido van der Werve,Netherlands
Drawing,2011,Johanna Calle,Colombia
Illustrated Book,1976,Dieter Roth,Switzerland
Illustrated Book,1972,Dieter Roth,Switzerland
Illustrated Book,1974,Dieter Roth,Switzerland
Illustrated Book,1975,Dieter Roth,Switzerland
Photograph,2012,Nicholas Nixon,United States
Painting,1974,Allen Ruppersberg,United States
Film,1990,Jonathan Nossiter,United States
Film,1997,Jonathan Nossiter,United States
Film,2011,Eryk Rocha,Brazil
Film,2002,Eryk Rocha,Brazil
Film,2005,Eryk Rocha,Brazil
Film,2004,Eryk Rocha,Brazil
Video,2010,Allan Sekula,United States
Video,2006,Allan Sekula,United States
Film,2005,Jay Rosenblatt,United States
Film,1998,Jay Rosenblatt,United States
Film,1994,Jay Rosenblatt,United States
Film,2000,Jay Rosenblatt,United States
Video,2009,Jay Rosenblatt,United States
Video,2007,Jay Rosenblatt,United States
Video,2006,Jay Rosenblatt,United States
Video,2008,Jay Rosenblatt,United States
Video,2012,Song Chuan,China
Film,1996,Ira Sachs,United States
Film,1972,Maurice Pialat,France
Film,1981,Jacques Rivette,France
Video,2012,Nina Rosenblum,United States
Film,2008,Gus Van Sant,United States
Film,2010,Lisa Cholodenko,United States
Film,2005,Ang Lee,Taiwan
Film,2012,Tim Burton,United States
Film,2007,Phil Donahue,United States
Film,2007,Ellen Spiro,United States
Film,2004,Jorge Gaggero,Argentina
Film,1981,Ulu Grosbard,United States
Film,1995,Ulu Grosbard,United States
Video,1988,Oussama Mohammad,Syrian Arab Republic
Film,2008,Alexander Olch,United States
Film,1975,Cindy Sherman,United States
Film,1976,Cindy Sherman,United States
Video,2007,Kazuhiro Soda,Japan
Film,1993,Peter Weir,Autralia
Film,1995,Martin Arnold,Austria
Film,1995,Martin Arnold,United States
Film,1995,Martin Arnold,France
Film,1995,Martin Arnold,(Lithuanian)
Film,1995,Martin Arnold,Germany
Film,1995,Martin Arnold,Thailand
Film,1995,Bruce Baillie,Austria
Film,1995,Bruce Baillie,United States
Film,1995,Bruce Baillie,France
Film,1995,Bruce Baillie,(Lithuanian)
Film,1995,Bruce Baillie,Germany
Film,1995,Bruce Baillie,Thailand
Film,1995,James Benning,Austria
Film,1995,James Benning,United States
Film,1995,James Benning,France
Film,1995,James Benning,(Lithuanian)
Film,1995,James Benning,Germany
Film,1995,James Benning,Thailand
Film,1995,Stan Brakhage,Austria
Film,1995,Stan Brakhage,United States
Film,1995,Stan Brakhage,France
Film,1995,Stan Brakhage,(Lithuanian)
Film,1995,Stan Brakhage,Germany
Film,1995,Stan Brakhage,Thailand
Film,1995,Leos Carax,Austria
Film,1995,Leos Carax,United States
Film,1995,Leos Carax,France
Film,1995,Leos Carax,(Lithuanian)
Film,1995,Leos Carax,Germany
Film,1995,Leos Carax,Thailand
Film,1995,Jem Cohen,Austria
Film,1995,Jem Cohen,United States
Film,1995,Jem Cohen,France
Film,1995,Jem Cohen,(Lithuanian)
Film,1995,Jem Cohen,Germany
Film,1995,Jem Cohen,Thailand
Film,1995,Gustav Deutsch,Austria
Film,1995,Gustav Deutsch,United States
Film,1995,Gustav Deutsch,France
Film,1995,Gustav Deutsch,(Lithuanian)
Film,1995,Gustav Deutsch,Germany
Film,1995,Gustav Deutsch,Thailand
Film,1995,Ernie Gehr,Austria
Film,1995,Ernie Gehr,United States
Film,1995,Ernie Gehr,France
Film,1995,Ernie Gehr,(Lithuanian)
Film,1995,Ernie Gehr,Germany
Film,1995,Ernie Gehr,Thailand
Film,1995,Jean-Luc Godard,Austria
Film,1995,Jean-Luc Godard,United States
Film,1995,Jean-Luc Godard,France
Film,1995,Jean-Luc Godard,(Lithuanian)
Film,1995,Jean-Luc Godard,Germany
Film,1995,Jean-Luc Godard,Thailand
Film,1995,Ken Jacobs,Austria
Film,1995,Ken Jacobs,United States
Film,1995,Ken Jacobs,France
Film,1995,Ken Jacobs,(Lithuanian)
Film,1995,Ken Jacobs,Germany
Film,1995,Ken Jacobs,Thailand
Film,1995,David Lynch,Austria
Film,1995,David Lynch,United States
Film,1995,David Lynch,France
Film,1995,David Lynch,(Lithuanian)
Film,1995,David Lynch,Germany
Film,1995,David Lynch,Thailand
Film,1995,Chris Marker,Austria
Film,1995,Chris Marker,United States
Film,1995,Chris Marker,France
Film,1995,Chris Marker,(Lithuanian)
Film,1995,Chris Marker,Germany
Film,1995,Chris Marker,Thailand
Film,1995,Jonas Mekas,Austria
Film,1995,Jonas Mekas,United States
Film,1995,Jonas Mekas,France
Film,1995,Jonas Mekas,(Lithuanian)
Film,1995,Jonas Mekas,Germany
Film,1995,Jonas Mekas,Thailand
Film,1995,Matthias Müller,Austria
Film,1995,Matthias Müller,United States
Film,1995,Matthias Müller,France
Film,1995,Matthias Müller,(Lithuanian)
Film,1995,Matthias Müller,Germany
Film,1995,Matthias Müller,Thailand
Film,1995,Peter Tscherkassky,Austria
Film,1995,Peter Tscherkassky,United States
Film,1995,Peter Tscherkassky,France
Film,1995,Peter Tscherkassky,(Lithuanian)
Film,1995,Peter Tscherkassky,Germany
Film,1995,Peter Tscherkassky,Thailand
Film,1995,Agnès Varda,Austria
Film,1995,Agnès Varda,United States
Film,1995,Agnès Varda,France
Film,1995,Agnès Varda,(Lithuanian)
Film,1995,Agnès Varda,Germany
Film,1995,Agnès Varda,Thailand
Film,1995,Apichatpong Weerasethakul,Austria
Film,1995,Apichatpong Weerasethakul,United States
Film,1995,Apichatpong Weerasethakul,France
Film,1995,Apichatpong Weerasethakul,(Lithuanian)
Film,1995,Apichatpong Weerasethakul,Germany
Film,1995,Apichatpong Weerasethakul,Thailand
Installation,2012,Ernie Gehr,United States
Photograph,2001,Darren Almond,United Kingdom
Photograph,1998,Anna Gaskell,United States
Photograph,1997,Anna Gaskell,United States
Photograph,2000,Tom Hunter,United Kingdom
Photograph,1987,Tom Hunter,United Kingdom
Photograph,2001,Annee Olofsson,Sweden
Photograph,1996,Daniela Rossell,Mexico
Photograph,1996,Vibeke Tandberg,Norway
Photograph,1999,Sam Taylor-Wood,United Kingdom
Photograph,1994,Hellen Van Meene,Netherlands
Photograph,1997,Hellen Van Meene,Netherlands
Photograph,1998,Hellen Van Meene,Netherlands
Photograph,2000,Hellen Van Meene,Netherlands
Photograph,1995,Jane Wilson,United Kingdom
Photograph,1995,Louise Wilson,United Kingdom
Photograph,1997,Jane Wilson,United Kingdom
Photograph,1997,Louise Wilson,United Kingdom
Film,1986,Quay Brothers,United States
Film,2010,Quay Brothers,United States
Painting,2012,Mary Weatherford,United States
Installation,2012,Kerstin Brätsch,Germany
Print,1990,Ben Kinmont,United States
Print,1991,Ben Kinmont,United States
Print,1992,Ben Kinmont,United States
Installation,2012,Rabih Mroué,Lebanon
Drawing,2004,Rachel Whiteread,United Kingdom
Photograph,2010,Stephen Shore,United States
Photograph,2011,Stephen Shore,United States
Painting,1988,George Condo,United States
Sculpture,1997,Pawel Althamer,Poland
Photograph,1993,Hiroshi Sugimoto,Japan
Painting,2007,Peter Doig,United Kingdom
Drawing,1994,Serge Spitzer,United States
Sculpture,2012,Martin Boyce,United Kingdom
Photograph,2009,Filip Dujardin,Belgium
Drawing,2012,Andrea Bowers,United States
Architecture,2000,Lebbeus Woods,United States
Photograph,1994,Lyle Ashton Harris,United States
Film,2007,Cristian Mungiu,Romania
Film,2007,Jacques Rivette,France
Film,2007,Hsiao-Hsien Hou,Taiwan
Film,2007,Harmony Korine,United States
Film,2007,Gus Van Sant,United States
Film,2007,Tom Kalin,United States
Film,2007,Claude Chabrol,France
Film,2007,Jessica Yu,United States
Architecture,2010,Paul Lewis,United States
Architecture,2010,Marc Tsurumaki,United States
Architecture,2010,David J. Lewis,United States
Design,2011,Issey Miyake,Japan
Architecture,2010,Ada Tolla,Italy
Architecture,2010,Giuseppe Lignano,Italy
Print,2012,Jorge Pardo,United States
Film,2007,Alex Holdridge,United States
Film,2007,Catherine Breillat,France
Film,2007,Christopher Zalla,Kenya
Film,2007,Christophe Honoré,France
Film,2007,Johnnie To,China
Film,2007,Ka-Fai Wai,China
Film,2007,Guy Maddin,Canada
Drawing,2008,Cristóbal Lehyt,Chile
Photograph,2009,Lucas Samaras,United States
Installation,1991,Mike Kelley,United States
Film,2005,Guy Maddin,Canada
Film,2002,Bahman Ghobadi,Iran
Film,1998,Julia Loktev,Russian Federation
Print,1992,John Armleder,Switzerland
Print,2012,Janice Kerbel,Canada
Sculpture,1989,Jimmie Durham,United States
Photograph,2013,Christopher Williams,United States
Drawing,2009,William Scott,United States
Drawing,2008,William Scott,United States
Drawing,2012,William Scott,United States
Film,1976,Nagisa Oshima,Japan
Sculpture,2007,Lynda Benglis,United States
Film,1976,André Halimi,Tunisia
Film,1992,Tom Kalin,United States
Film,1972,Claude Chabrol,France
Film,1976,Claude Chabrol,France
Film,2004,Jessica Yu,United States
Photograph,2010,Lucas Samaras,United States
Photograph,2012,Lisa Oppenheim,United States
Sculpture,1978,John Outterbridge,United States
Painting,1976,Betye Saar,United States
Painting,1991,Betye Saar,United States
Print,2010,Aleksandra Mir,United States
Illustrated Book,2010,Aleksandra Mir,United States
Print,2011,Aleksandra Mir,United States
Print,2012,Aleksandra Mir,United States
Sculpture,1976,David Hammons,United States
Sculpture,1989,David Hammons,United States
Sculpture,1976,Senga Nengudi,United States
Print,2008,Aleksandra Mir,United States
Illustrated Book,2009,Aleksandra Mir,United States
Print,2012,William Leavitt,United States
Print,2007,Sterling Ruby,Germany
Print,2006,Aleksandra Mir,United States
Print,2012,Lucy Raven,United States
Print,2012,Beca Lipscombe,United Kingdom
Print,2012,Atelier,United Kingdom
Drawing,1973,Charles White,United States
Drawing,2010,Harvey Tulcensky,United States
Print,2012,Lucy McKenzie,United Kingdom
Print,2012,Marc Camille Chaimowicz,United Kingdom
Drawing,2012,Adrián Villar Rojas,Argentina
Photograph,2010,Anna Ostoya,Poland
Photograph,2011,Anna Ostoya,Poland
Drawing,1972,Jiro Takamatsu,Japan
Drawing,1973,Jiro Takamatsu,Japan
Drawing,1979,Jiro Takamatsu,Japan
Drawing,1983,Jiro Takamatsu,Japan
Photograph,2012,Josephine Pryde,United Kingdom
Poster,2011,Josephine Pryde,United Kingdom
Film,1979,Lourdes Portillo,Mexico
Film,1979,Lourdes Portillo,United States
Film,1979,Nina Serrano,Mexico
Film,1979,Nina Serrano,United States
Photograph,1999,Thomas Demand,Germany
Film,1986,Lourdes Portillo,Mexico
Film,1986,Lourdes Portillo,Argentina
Film,1986,Susana Blaustein Muñoz,Mexico
Film,1986,Susana Blaustein Muñoz,Argentina
Film,1988,Lourdes Portillo,Mexico
Film,1988,Lourdes Portillo,Argentina
Film,1988,Susana Blaustein Muñoz,Mexico
Film,1988,Susana Blaustein Muñoz,Argentina
Video,1992,Lourdes Portillo,Mexico
Video,1993,Lourdes Portillo,Mexico
Film,1996,Lourdes Portillo,Mexico
Video,1999,Lourdes Portillo,Mexico
Film,2001,Lourdes Portillo,Mexico
Video,2004,Lourdes Portillo,Mexico
Video,2008,Lourdes Portillo,Mexico
Video,1994,Julie Zando,United States
Film,2010,Richard Press,United States
Video,2012,Lucien Castaing-Taylor,United Kingdom
Video,2012,Lucien Castaing-Taylor,France
Video,2012,Véréna Paravel,United Kingdom
Video,2012,Véréna Paravel,France
Work on Paper,1978,François Truffaut,France
Work on Paper,1993,Jean-Luc Godard,France
Work on Paper,1991,Spike Lee,United States
Film,1991,Brian Beker,United States
Film,2012,Christopher Nolan,United Kingdom
Film,2012,Steven Soderbergh,United States
Film,2011,Stephen Daldry,United Kingdom
Print,2011,Carroll Dunham,United States
Installation,1976,Juan Downey,Chile
Installation,2009,Andrea Geyer,Germany
Installation,2012,Susan Hiller,United States
Installation,2011,Clifford Owens,United States
Photograph,1979,Geta Brătescu,Romania
Installation,1976,Geta Brătescu,Romania
Drawing,1978,Geta Brătescu,Romania
Painting,1980,Geta Brătescu,Romania
Photograph,1975,Geta Brătescu,Romania
Film,1978,Geta Brătescu,Romania
Video,1992,Geta Brătescu,Romania
Installation,1990,Allan Sekula,United States
Installation,1999,Allan Sekula,United States
Video,1972,Lawrence Weiner,United States
Video,1974,Lawrence Weiner,United States
Video,1975,Lawrence Weiner,United States
Video,1977,Lawrence Weiner,United States
Video,1979,Lawrence Weiner,United States
Video,1981,Lawrence Weiner,United States
Video,1982,Lawrence Weiner,United States
Video,1984,Lawrence Weiner,United States
Video,1980,Lawrence Weiner,United States
Video,1996,Lawrence Weiner,United States
Video,2000,Lawrence Weiner,United States
Video,1999,Lawrence Weiner,United States
Video,2001,Lawrence Weiner,United States
Video,2002,Lawrence Weiner,United States
Video,2003,Lawrence Weiner,United States
Video,2005,Lawrence Weiner,United States
Video,2007,Lawrence Weiner,United States
Video,2008,Lawrence Weiner,United States
Installation,2012,Adele Röder,Germany
Photograph,1972,Robert Heinecken,United States
Architecture,2005,Marjetica Potrc,Slovenia
Illustrated Book,2010,Louise Bourgeois,United States
Drawing,1972,Simone Forti,United States
Photograph,1998,Zoe Leonard,United States
Architecture,2012,Richard Pare,United Kingdom
Architecture,2012,Richard Pare,France
Architecture,2012,Le Corbusier (Charles-Édouard Jeanneret),United Kingdom
Architecture,2012,Le Corbusier (Charles-Édouard Jeanneret),France
Architecture,2011,Richard Pare,United Kingdom
Architecture,2011,Richard Pare,France
Architecture,2011,Le Corbusier (Charles-Édouard Jeanneret),United Kingdom
Architecture,2011,Le Corbusier (Charles-Édouard Jeanneret),France
Architecture,1994,Christian de Portzamparc,France
Photograph,1978,Marcia Resnick,United States
Painting,2011,Matt Connors,United States
Drawing,2008,Paulo Monteiro,Brazil
Drawing,2009,Paulo Monteiro,Brazil
Drawing,2011,Paulo Monteiro,Brazil
Drawing,2012,Paulo Monteiro,Brazil
Painting,2012,Paulo Monteiro,Brazil
Sculpture,2000,Paulo Monteiro,Brazil
Sculpture,2011,Paulo Monteiro,Brazil
Photograph,2011,Lee Friedlander,United States
Drawing,1976,Paulo Bruscky,Brazil
Photograph,2009,James Welling,United States
Photograph,2012,Birdhead,China
Photograph,1979,Sarah Charlesworth,United States
Print,2012,Jeanne Verdoux,France
Print,2012,Molly Crabapple,United States
Print,2012,Josh MacPhee,United States
Print,2011,Abby Leigh,United States
Print,2012,Fernando Vilela,Brazil
Photograph,2004,Fernando Ortega,Mexico
Photograph,2009,Katy Grannan,United States
Photograph,2012,Thomas Ruff,Germany
Print,2012,Wilhelm Sasnal,Poland
Sculpture,1985,Thomas Lanigan-Schmidt,United States
Photograph,1981,Regina Silveira,Brazil
Photograph,2010,Katy Grannan,United States
Drawing,1974,Lawrence Weiner,United States
Print,2011,David Loewenstein,United States
Print,2012,Nicole Eisenman,United States
Print,2012,Yto Barrada,France
Multiple,2012,Monika Sosnowska,Poland
Print,2012,Liu Xiaodong,China
Illustrated Book,1996,Amanda Guest,United Kingdom
Illustrated Book,1996,Amanda Guest,United States
Illustrated Book,1996,Bart Wasserman,United Kingdom
Illustrated Book,1996,Bart Wasserman,United States
Print,2012,Enrique Chagoya,Mexico
Print,2012,Mark Fox,United States
Print,2013,Jasper Johns,United States
Print,2012,Julian Lethbridge,United Kingdom
Print,2012,James Rosenquist,United States
Print,2011,Richard Tuttle,United States
Print,2012,Richard Tuttle,United States
Multiple,2012,Richard Tuttle,United States
Print,2012,Zachary Wollard,United States
Print,1993,Ben Kinmont,United States
Print,1994,Ben Kinmont,United States
Print,1995,Ben Kinmont,United States
Print,1996,Ben Kinmont,United States
Print,1997,Ben Kinmont,United States
Print,1998,Ben Kinmont,United States
Print,1999,Ben Kinmont,United States
Print,2000,Ben Kinmont,United States
Print,2002,Ben Kinmont,United States
Print,2001,Ben Kinmont,United States
Print,2003,Ben Kinmont,United States
Print,2004,Ben Kinmont,United States
Print,2005,Ben Kinmont,United States
Print,2006,Ben Kinmont,United States
Print,2007,Ben Kinmont,United States
Print,2008,Ben Kinmont,United States
Print,2009,Ben Kinmont,United States
Print,2010,Ben Kinmont,United States
Print,2011,Ben Kinmont,United States
Print,2012,Ben Kinmont,United States
Design,2012,Moritz Waldemeyer,Germany
Video,2013,Jem Cohen,United States
Video,2008,Jem Cohen,United States
Video,2004,Jem Cohen,United States
Video,1999,Jem Cohen,United States
Video,2011,Jem Cohen,United States
Video,1994,Jem Cohen,United States
Video,2006,Jem Cohen,United States
Video,2009,Jem Cohen,United States
Video,2009,Luc Sante,United States
Video,2006,Patti Smith,United States
Video,2005,Jem Cohen,United States
Video,2000,Jem Cohen,United States
Video,1989,Jem Cohen,United States
Video,1997,Jem Cohen,United States
Video,1983,Jem Cohen,United States
Sculpture,1984,Ellsworth Kelly,United States
Sculpture,2012,Ellsworth Kelly,United States
Sculpture,2012,Jayson Musson,United States
Sculpture,1996,Nari Ward,United States
Video,1989,Ben Katchor,United States
Design,2010,NIKE,United States
Video,2010,Jem Cohen,United States
Video,2001,Jem Cohen,United States
Video,1993,Jem Cohen,United States
Video,2012,Jem Cohen,United States
Video,1992,Jem Cohen,United States
Video,1991,Jem Cohen,United States
Video,1994,Mike and Doug Starn,United States
Video,2007,Jem Cohen,United States
Film,2007,Christian Petzold,Germany
Film,2009,Christian Petzold,Germany
Film,2007,Aleksandr Sokurov,Russian Federation
Film,2009,Jacques Rivette,France
Film,2009,Maren Ade,Germany
Film,2011,Nuri Bilge Ceylan,Turkey
Film,2010,Manoel de Oliveira,Portugal
Film,2009,Manoel de Oliveira,Portugal
Film,2011,Hong Sang-soo,South Korea
Film,2008,Miguel Gomes,Portugal
Film,2009,Pedro Costa,Portugal
Film,2007,José Luis Guerín,Spain
Film,2011,Agnès Varda,France
Video,2004,Agnès Varda,France
Video,2012,Raúl Ruiz,Chile
Video,2012,Matías Piñeiro,Argentina
Video,2012,João Pedro Rodrigues,Portugal
Video,1989,Aleksandr Sokurov,Russian Federation
Video,1991,Aleksandr Sokurov,Russian Federation
Video,1998,Aleksandr Sokurov,Russian Federation
Film,2011,Matias Meyer,France
Film,2012,Kleber Mendonça Filho,Brazil
Video,2012,Christopher Kenneally,United States
Film,1974,John Waters,United States
Film,1977,John Waters,United States
Film,1981,John Waters,United States
Film,2012,Peter Jackson,New Zealand
Film,2007,Sebastián Silva,Chile
Film,2009,Sebastián Silva,Chile
Film,2010,Sebastián Silva,Chile
Video,2012,Sebastián Silva,Chile
Film,2010,Nicolás Pereda,Mexico
Video,2012,Nahid Ghobadi,Iran
Video,2012,Nahid Ghobadi,Iraq
Video,2012,Bijan Zamanpira,Iran
Video,2012,Bijan Zamanpira,Iraq
Video,2012,Zhang Yuan,China
Video,2010,Mohamed Diab,Saudi Arabia
Video,2012,Sebastián del Amo,France
Video,2012,Mani Haghighi,Iran
Video,2011,Srdan Dragojevic,Bosnia and Herzegovina
Video,2011,Eduardo Nunes,Brazil
Video,2012,Darezhan Omirbayev,Kazakhstan
Video,2011,Bujar Alimani,Albania
Video,2010,Gustavo Pizzi,Brazil
Video,2011,Kivu Ruhorahoza,Rwanda
Video,2011,Morteza Farshbaf,Iran
Video,2010,Paula Markovitch,Argentina
Video,2010,Oday Rasheed,Iraq
Video,2010,Tolga Karaçelik,Turkey
Film,2005,Li Shaohong,China
Video,2010,Ahmed Imamovic,Bosnia and Herzegovina
Video,2009,Lu Zhang,China
Video,2010,Diego Lerman,Argentina
Video,2010,Sidharth Srinivasan,India
Video,2009,Sérgio Bianchi,Brazil
Video,2010,Federico Veiroj,Uruguay
Video,2009,Mohammad Rasoulof,Iran
Video,2006,Garin Nugroho,Indonesia
Video,2009,Chuyên Bùi Thac,Vietnam
Video,2009,Alejandro Gerber Bicecci,Mexico
Video,2008,Josué Méndez,Peru
Video,2009,Enrique Buchichio,Uruguay
Video,2008,Lyès Salem,(Algerian)
Video,2009,Granaz Moussavi,Iran
Video,2008,Rajesh Shera,India
Video,2009,Vladimir Perisic,Bosnia and Herzegovina
Video,2008,Chi Zhang,China
Video,2009,Oliver Hermanus,South Africa
Film,2004,Fanta Régina Nacro,(Burkinabe)
Video,2007,Yang Zhang,China
Film,2007,Teona Strugar Mitevska,Greece
Video,2008,Víctor Arregui,(Ecuadorian)
Video,2007,Nan Achnas,Singapore
Video,2007,Teresa Prata,Portugal
Video,2008,Marat Sarulu,Kyrgyz Republic
Video,2007,Naghi Nemati,Iran
Video,2006,Faouzi Bensaïdi,Morocco
Film,2002,Renato Falcão,Brazil
Video,2006,Jeffrey Jeturian,Philippines
Video,2006,Rodrigo Moreno,Argentina
Video,2006,Ali Rafie,Iran
Video,2003,Randa Chahal Sabag,France
Video,2006,Chao Wang,China
Drawing,1998,Mark Dion,United States
Drawing,2002,Mark Dion,United States
